index,reportdate,api_wellno,fileno,company,wellname,quarter,section,township,range,county,fieldname,pool,oil,wtr,days,runs,gas,gassold,flared,lat,long,county_name,year,month,days_in_month,oil_per_day,gas_per_day,water_per_day,gassold_per_day,flared_per_day,gas_boe,gas_boe_per_day,total_boed
4087,2015-08,33105040390000,31176,CONTINENTAL RESOURCES INC,JEFFERSON  9-17H,NENW,17.0,153.0,99.0,WIL,CRAZY MAN CREEK,CONFIDENTIAL,,,,0,,0,,48.0812883287654,-103.443193907584,Williams,2015,8,31,,,,0.0,,,,
4762,2016-11,33053064280000,29880,DEVON ENERGY,ETSTATIS  32-29HX,SWSW,32.0,149.0,94.0,MCK,EAGLE NEST,CONFIDENTIAL,,,,0,,0,,47.6761853879154,-102.74566435538,McKenzie,2016,11,30,,,,0.0,,,,
4785,2016-12,33053064280000,29880,DEVON ENERGY,ETSTATIS  32-29HX,SWSW,32.0,149.0,94.0,MCK,EAGLE NEST,CONFIDENTIAL,,,,0,,0,,47.6761853879154,-102.74566435538,McKenzie,2016,12,31,,,,0.0,,,,
4788,2017-01,33053064280000,29880,DEVON ENERGY,ETSTATIS  32-29HX,SWSW,32.0,149.0,94.0,MCK,EAGLE NEST,CONFIDENTIAL,,,,0,,0,,47.6761853879154,-102.74566435538,McKenzie,2017,1,31,,,,0.0,,,,
4433,2019-05,33053069200000,31190,SLAWSON EXPLORATION COMPANY INC,JORE (FEDERAL)  14-12TF2H,LOT1,12.0,151.0,95.0,MCK,CLARKS CREEK,CONFIDENTIAL,,,,0,,3315,,47.9189818915597,-102.785308673114,McKenzie,2019,5,31,,,,106.93548387096774,,,,
4434,2019-05,33053069210000,31191,SLAWSON EXPLORATION COMPANY INC,JORE (FEDERAL)  24-12TF3H,LOT1,12.0,151.0,95.0,MCK,CLARKS CREEK,CONFIDENTIAL,,,,0,,15782,,47.9190205696007,-102.785394378645,McKenzie,2019,5,31,,,,509.0967741935484,,,,
8125,2023-04,33053098590000,38900,CHORD ENERGY,Snowshoe Federal 31-30-3H,NWNE,30.0,151.0,102.0,MCK,GLASS BLUFF,CONFIDENTIAL,,,,25113,,15707,,47.8762198414224,-103.785511376668,McKenzie,2023,4,30,,,,523.5666666666667,,,,
8126,2023-04,33053098580000,38899,CHORD ENERGY,Snowshoe Federal 31-30-4H,NWNE,30.0,151.0,102.0,MCK,GLASS BLUFF,CONFIDENTIAL,,,,22538,,16034,,47.8761567809844,-103.785591776856,McKenzie,2023,4,30,,,,534.4666666666667,,,,
421,2023-06,33061048670000,38257,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-10,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,29179,,19954,,48.27085497155,-102.64304037479,Mountrail,2023,6,30,,,,665.1333333333333,,,,
422,2023-06,33061048640000,38254,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-7,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,16638,,15165,,48.2708563099958,-102.643447227601,Mountrail,2023,6,30,,,,505.5,,,,
423,2023-06,33061048650000,38255,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-8,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,35130,,29684,,48.2708558638472,-102.643311609998,Mountrail,2023,6,30,,,,989.4666666666667,,,,
424,2023-06,33061048660000,38256,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-9,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,37506,,43309,,48.2708554176986,-102.643175992394,Mountrail,2023,6,30,,,,1443.6333333333334,,,,
425,2023-06,33061048680000,38258,HESS BAKKEN INVESTMENTS II LLC,EN-State B-LE- 155-93-0916H-1,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,12203,,3961,,48.2708545254014,-102.642904757186,Mountrail,2023,6,30,,,,132.03333333333333,,,,
2316,2023-06,33025040500000,37613,CONOCOPHILLIPS,PULLMAN 3A MBH-ULW,SESW,18.0,147.0,95.0,DUN,BEAR CREEK,CONFIDENTIAL,,,,0,,0,,47.5472299584727,-102.835688284194,Dunn,2023,6,30,,,,0.0,,,,
7321,2023-06,33105059350000,39496,ENERPLUS RESOURCES USA CORPORATION,Brown Bear 158-99-36-25-2H,LOT4,1.0,157.0,99.0,WIL,ELLISVILLE,CONFIDENTIAL,,,,0,,0,,48.4581540083097,-103.423904210149,Williams,2023,6,30,,,,0.0,,,,
7322,2023-06,33105059360000,39497,ENERPLUS RESOURCES USA CORPORATION,Brown Bear 158-99-36-25-3H,LOT4,1.0,157.0,99.0,WIL,ELLISVILLE,CONFIDENTIAL,,,,0,,0,,48.4581548123926,-103.424048529123,Williams,2023,6,30,,,,0.0,,,,
8231,2023-06,33053098590000,38900,CHORD ENERGY,Snowshoe Federal 31-30-3H,NWNE,30.0,151.0,102.0,MCK,GLASS BLUFF,CONFIDENTIAL,,,,18574,,7532,,47.8762198414224,-103.785511376668,McKenzie,2023,6,30,,,,251.06666666666666,,,,
8232,2023-06,33053098580000,38899,CHORD ENERGY,Snowshoe Federal 31-30-4H,NWNE,30.0,151.0,102.0,MCK,GLASS BLUFF,CONFIDENTIAL,,,,5239,,1787,,47.8761567809844,-103.785591776856,McKenzie,2023,6,30,,,,59.56666666666667,,,,
10702,2023-06,33105059390000,39500,ENERPLUS RESOURCES USA CORPORATION,Brown Bear 157-99-1-12-3H,LOT4,1.0,157.0,99.0,WIL,LONE TREE LAKE,CONFIDENTIAL,,,,0,,0,,48.4581572246413,-103.424481486045,Williams,2023,6,30,,,,0.0,,,,
10703,2023-06,33105059400000,39501,ENERPLUS RESOURCES USA CORPORATION,Brown Bear 157-99-1-12-4H,LOT4,1.0,157.0,99.0,WIL,LONE TREE LAKE,CONFIDENTIAL,,,,0,,0,,48.4581580287242,-103.424625805019,Williams,2023,6,30,,,,0.0,,,,
10704,2023-06,33105059410000,39502,ENERPLUS RESOURCES USA CORPORATION,Brown Bear 157-99-1-12-5H,LOT4,1.0,157.0,99.0,WIL,LONE TREE LAKE,CONFIDENTIAL,,,,0,,0,,48.4581588328072,-103.424770123993,Williams,2023,6,30,,,,0.0,,,,
10811,2023-06,33105058780000,39309,HESS BAKKEN INVESTMENTS II LLC,SC-JW Hamilton- 153-99-1314H-8,SENE,13.0,153.0,99.0,WIL,LONG CREEK,CONFIDENTIAL,,,,33296,,35448,,48.0775586163505,-103.347805726139,Williams,2023,6,30,,,,1181.6,,,,
10812,2023-06,33105058770000,39308,HESS BAKKEN INVESTMENTS II LLC,SC-JW Hamilton- 153-99-1314H-9,SENE,13.0,153.0,99.0,WIL,LONG CREEK,CONFIDENTIAL,,,,32240,,57934,,48.0776490366098,-103.347802995352,Williams,2023,6,30,,,,1931.1333333333334,,,,
10813,2023-06,33105058810000,39312,HESS BAKKEN INVESTMENTS II LLC,SC-JW Hamilton-LN- 153-99-1314H-1,SENE,13.0,153.0,99.0,WIL,LONG CREEK,CONFIDENTIAL,,,,32052,,59454,,48.0777394568691,-103.347800264564,Williams,2023,6,30,,,,1981.8,,,,
14596,2023-06,33105057800000,39026,HESS BAKKEN INVESTMENTS II LLC,GO-GOLDEN VALLEY- 157-96-2833H-4,NWNW,28.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,8610,,32285,,48.4003003331328,-103.097793247261,Williams,2023,6,30,,,,1076.1666666666667,,,,
14597,2023-06,33105057810000,39027,HESS BAKKEN INVESTMENTS II LLC,GO-GOLDEN VALLEY-LW- 157-96-2832H-1,NWNW,28.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,12198,,6940,,48.4003007136257,-103.097929176241,Williams,2023,6,30,,,,231.33333333333334,,,,
14598,2023-06,33105058740000,39292,HESS BAKKEN INVESTMENTS II LLC,GO-TONG TRUST A- 157-96-2032H-2,NENW,20.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,19224,,16349,,48.4139790169402,-103.11781523946,Williams,2023,6,30,,,,544.9666666666667,,,,
14599,2023-06,33105058730000,39291,HESS BAKKEN INVESTMENTS II LLC,GO-TONG TRUST A- 157-96-2032H-3,NENW,20.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,27905,,65959,,48.4139783414473,-103.117951206663,Williams,2023,6,30,,,,2198.633333333333,,,,
14600,2023-06,33105058720000,39290,HESS BAKKEN INVESTMENTS II LLC,GO-TONG TRUST A- 157-96-2032H-4,NENW,20.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,7644,,470,,48.4139776659544,-103.118087173866,Williams,2023,6,30,,,,15.666666666666666,,,,
14601,2023-06,33105058710000,39289,HESS BAKKEN INVESTMENTS II LLC,GO-TONG TRUST A-LW- 157-96-2032H-1,NENW,20.0,157.0,96.0,WIL,RAY,CONFIDENTIAL,,,,0,,289,,48.4139769904615,-103.118223141069,Williams,2023,6,30,,,,9.633333333333333,,,,
16534,2023-06,33061048820000,38302,CHORD ENERGY,Bigfoot 23 #7H,NENE,26.0,153.0,92.0,MTL,SANISH,CONFIDENTIAL,,,,0,,0,,48.0487594798485,-102.462831989397,Mountrail,2023,6,30,,,,0.0,,,,
16535,2023-06,33061046730000,37344,CHORD ENERGY,BIGFOOT 23-11 #6TFH,NENE,26.0,153.0,92.0,MTL,SANISH,CONFIDENTIAL,,,,0,,0,,48.0488499415482,-102.46283199491,Mountrail,2023,6,30,,,,0.0,,,,
16536,2023-06,33061050150000,38991,CHORD ENERGY,Bigfoot 42-26-2TFHU,SENE,26.0,153.0,92.0,MTL,SANISH,CONFIDENTIAL,,,,0,,0,,48.048411319849,-102.462827876677,Mountrail,2023,6,30,,,,0.0,,,,
16537,2023-06,33061050160000,38992,CHORD ENERGY,BIGFOOT 42-26TFHU,SENE,26.0,153.0,92.0,MTL,SANISH,CONFIDENTIAL,,,,0,,0,,48.0484935577578,-102.462827881689,Mountrail,2023,6,30,,,,0.0,,,,
12,2023-07,33053099330000,39269,GRAYSON MILL OPERATING LLC,Porter 26-35 6H,SWSE,23.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,13461.0,19856.0,7.0,13175,16442.0,8884,7506.0,47.8785897348177,-103.569347340054,McKenzie,2023,7,31,434.2258064516129,530.3870967741935,640.516129032258,286.5806451612903,242.1290322580645,2740.3333333333335,88.39784946236558,522.6236559139785
422,2023-07,33061048670000,38257,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-10,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,22891,,16048,,48.27085497155,-102.64304037479,Mountrail,2023,7,31,,,,517.6774193548387,,,,
423,2023-07,33061048640000,38254,HESS BAKKEN INVESTMENTS II LLC,EN-State B- 155-93-0916H-7,SWSE,4.0,155.0,93.0,MTL,ALGER,CONFIDENTIAL,,,,19549,,20274,,48.2708563099958,-102.643447227601,Mountrail,2023,7,31,,,,654.0,,,,
